X1,X_id,title,description,dateFrom,dateTo,providerId,provider,isAvailableInJoyGifts,updatedAt,createdAt,isDeleted,isActive,status,spam,menuRef,listReceive,numberOfRemainingUses,numberOfUses,maxDiscountedPrice,minBill,price,percent,customerGroup,campaign,promotionType,categories,listIgnores,listShares,listLikes,keywords,__v,loyaltyProgram,linkImage,image,dateBegin,dateEnd,link,isVoucherOfHunter2,isVoucher
37,5c4acc51d7e7af0014d8f66a,Special Seafood Set Dinners,Only VND 2.500.000 for 4 pax,2019-01-25T16:00:00Z,2019-03-25T16:00:00Z,5be4f33eb7b853001375a02c,5be4f33eb7b853001375a02c,TRUE,2019-01-25T11:49:30Z,2019-01-25T11:49:30Z,FALSE,TRUE,2,list(),list(),character(0),0,0,0,0,list(),0,2,1,1,other,list(),list(),character(0),list(),0,NA,5be4f33eb7b853001375a02c_d18ee716-2747-4eef-829b-6159c8fdb2c1.jpg,NA,NA,NA,NA,NA,NA
38,5c4a79d0e8f6540014f78896,CTKM 20%,Giảm giá 20%,2019-01-25T09:49:00Z,2020-01-25T09:50:00Z,5b052a0dd3765900147d2fb4,5b052a0dd3765900147d2fb4,TRUE,2019-01-24T20:19:53Z,2019-01-24T20:19:53Z,FALSE,TRUE,1,list(),list(),character(0),0,0,0,0,list(),0,0,0,1,"c(""tra_sua"", ""cafe"", ""an_vat"")",list(),list(),character(0),list(),0,NA,NA,NA,NA,NA,NA,NA,NA
39,5c4922c1f5c1d80014c2a03b,Mua 2 tặng 1,Mua 2 thức uống được tặng thêm 1 thức uống có giá trị tương đương,2019-01-24T07:30:00Z,2019-01-31T21:00:00Z,5bbd5ea3844645001360aefc,5bbd5ea3844645001360aefc,TRUE,2019-01-23T23:38:36Z,2019-01-23T23:38:36Z,FALSE,TRUE,2,list(),list(),character(0),0,0,0,0,list(),0,0,0,1,ca_fe,list(),list(),character(0),list(),0,NA,NA,NA,NA,NA,NA,NA,NA
40,5c48323459f45400146f0d4c,Chương Trình Tặng Vé,Miễn phí vé vào khu vui chơi từ 14h đến 17h,2019-01-24T16:08:00Z,2019-01-31T16:09:00Z,5c482ec859f45400146f0d12,5c482ec859f45400146f0d12,TRUE,2019-01-23T14:02:14Z,2019-01-23T14:02:14Z,FALSE,TRUE,2,list(),list(),character(0),0,0,0,0,list(),0,0,0,1,other,list(),list(),character(0),list(),0,NA,5c482ec859f45400146f0d12_f902c1c9-09a6-4adf-b9ec-24f45dfe1ad2.jpg,NA,NA,NA,NA,NA,NA
41,5c482cf00275f800148c9cbb,ƯU ĐÃI 10% DÀNH CHO KHÁCH HÀNG MỚI,Giảm ngay 10% cho lần đầu đến với NHÀ HÀNG NÓN LÁ. Trải nghiệm tinh hoa ẩm thực Việt Nam giữa không gian ấm cúng vừa có thể chuyện trò những câu chuyện thân mật,2019-01-23T00:57:00Z,2020-01-23T00:58:00Z,5c4294ed1cb45e00167be5ec,5c4294ed1cb45e00167be5ec,TRUE,2019-01-23T11:58:01Z,2019-01-23T11:58:01Z,FALSE,TRUE,2,list(),list(),character(0),0,0,0,0,list(),0,0,0,1,other,list(),list(),character(0),list(),0,NA,5c4294ed1cb45e00167be5ec_f2d49b9d-601c-4f26-9288-68e91ebaa91b.png,NA,NA,NA,NA,NA,NA
42,5c45b32179e0500014d0bbee,Combo tết này chỉ 79k,"Chỉ #79k bạn nhận được ngay 2 nước kèm 1 bánh và 10 bao lì xì cực xinh ❤️
Mau mau đến Maybe nhận quà tết khủng nhé !",2019-01-21T10:53:00Z,2019-01-31T23:54:00Z,5b6e4389b19682001467f83a,5b6e4389b19682001467f83a,TRUE,2019-01-21T15:14:49Z,2019-01-21T15:14:49Z,FALSE,TRUE,2,list(),list(),character(0),0,0,0,0,list(),0,0,0,1,"c(""tra_sua"", ""ca_fe"", ""other"")",list(),list(),character(0),list(),0,NA,5b6e4389b19682001467f83a_8698162e-c3bd-467a-8261-2971266a6ae7.jpeg,NA,NA,NA,NA,NA,NA
43,5c3ff5340760e40014ecdaea,ƯU ĐÃI 20% KHI QUÉT MÃ GONJOY,"Khuyến mãi 20% trên tổng hóa đơn khi dùng bữa tại Cơm Nhà Linh. Cơm Nhà chuẩn vị Bắc với những món ăn thuần Việt, dung dị mà hấp dẫn sẽ mang đến bạn những trải nghiệm ẩm thực khó quên. Quét mã QR Code của GOnJOY để nhận ưu đãi bạn nhé!",2019-01-20T00:00:00Z,2019-02-20T23:59:00Z,5bdaaa374992f500136d6737,5bdaaa374992f500136d6737,TRUE,2019-01-16T21:55:11Z,2019-01-16T21:55:11Z,FALSE,TRUE,2,list(),list(),character(0),0,0,0,0,list(),0,0,0,1,other,list(),list(),character(0),list(),0,NA,5bdaaa374992f500136d6737_93d495a6-1181-4ec5-b542-11f26b587b9c.png,NA,NA,NA,NA,NA,NA
44,5c3edc938c343300147dc595,COMBO NGON ĐỪNG HỎI - GIÁ KHỎI LO,NA,2019-01-14T14:23:00Z,2019-02-14T23:24:00Z,5c187327c63441001573e1f3,5c187327c63441001573e1f3,TRUE,2019-01-16T14:05:06Z,2019-01-16T14:05:06Z,TRUE,TRUE,0,list(),list(),character(0),0,0,"{value:c{0,0},_id:c{""5c3ede13b4627f0014517384"",""5c3ede13b4627f0014517383""},currency:c{""5a97721d28e3f00014d70498"",""5a97721d28e3f00014d70497""}}","list(value = c(0, 0), `_id` = c(""5c3ede13b4627f0014517382"", ""5c3ede13b4627f0014517381""), currency = c(""5a97721d28e3f00014d70498"", ""5a97721d28e3f00014d70497""))",list(),0,0,0,1,"c(""an_vat"", ""tra_sua"", ""ca_fe"")",list(),list(),character(0),list(),0,NA,NA,NA,NA,NA,NA,NA,NA
45,5c3ee1c78c343300147dc5ab,COMBO TỒ TỒ HOUSE - NGON ĐỪNG HỎI - GIÁ KHỎI LO,"Combo ĐIỂM TÂM SÁNG 39K/49K 
---------------------------------------------------------------
1. COMBO 39K
+ 1 nước & 1 phần ốp la trứng xúc xích 
+ 1 nước & 1 ốp la 2 trứng

2. COMBO 49K
+ 1 nước & 1 xôi nhỏ 
+ 1 nước & 1 ốp la bò 1 trứng

Combo 2 NGƯỜI 104K/120K
---------------------------------------------------------------
1. COMBO 104K
+ Lẩu kimchi + Kimbap + 2 nước có gas 
+ 1 cơm canh kim chi + 1 cháo ếch thường + 1 gà viên sốt tồ tồ + 2 nước có gas

2. COMBO 120K
+ Bò Mỹ cuộn nấm kim châm, ếch chiên bơ chua cay, tokbokki xào cay & 2 nước có gas 
+ Sườn cô đơn + Tokbokki chà bông + Khoai tây chiên + 2 nước có gas 

Combo 3-4 người 139K-169K
---------------------------------------------------------------
1. COMBO 139K
Gà cay phô mai + Ếch chiên bơ sốt tomyum + 1 xôi ếch thường + 2 nước có gas

2. COMBO 149K
Cơm bò sốt cay + Bò Mỹ cuộn nấm kim châm + Tokbokki phô mai + 2 nước có gas 

3. COMBO 159K
Cơm chảo bò kim chi + lẩu kim chi + kimbap + 2 nước có gas 

4. COMBO 169K
Sườn nướng tảng + xôi ếch thường + kimbap thường + 2 nước có gas",2019-01-15T14:47:00Z,2019-02-14T23:48:00Z,5c187327c63441001573e1f3,5c187327c63441001573e1f3,TRUE,2019-01-16T14:05:06Z,2019-01-16T14:05:06Z,FALSE,TRUE,2,list(),list(),character(0),0,0,"{value:c{0,0},_id:c{""5c3fef020760e40014ecdad1"",""5c3fef020760e40014ecdad0""},currency:c{""5a97721d28e3f00014d70498"",""5a97721d28e3f00014d70497""}}","list(value = c(0, 0), `_id` = c(""5c3fef020760e40014ecdacf"", ""5c3fef020760e40014ecdace""), currency = c(""5a97721d28e3f00014d70498"", ""5a97721d28e3f00014d70497""))",list(),0,0,0,1,"c(""tra_sua"", ""ca_fe"", ""an_vat"")",list(),list(),character(0),list(),0,NA,5c187327c63441001573e1f3_c444bc54-54a4-4408-939f-1310f29c6edd.png,NA,NA,NA,NA,NA,NA
46,5c3d88bc9e95eb001428f3b0,Combo 2,Khuyến mãi,2019-01-18T08:30:00Z,2019-01-20T22:30:00Z,5b052a0dd3765900147d2fb4,5b052a0dd3765900147d2fb4,TRUE,2019-01-15T13:39:30Z,2019-01-15T13:39:30Z,FALSE,TRUE,1,list(),list(),character(0),0,0,0,0,list(),0,0,0,1,"c(""tra_sua"", ""an_vat"")",list(),list(),character(0),list(),0,NA,NA,NA,NA,NA,NA,NA,NA
47,5c3d886c6517ac00142bd516,Combo 1,Khuyến mãi,2019-01-17T08:30:00Z,2019-01-20T22:30:00Z,5b052a0dd3765900147d2fb4,5b052a0dd3765900147d2fb4,TRUE,2019-01-15T13:38:54Z,2019-01-15T13:38:54Z,FALSE,TRUE,1,list(),list(),character(0),0,0,0,0,list(),0,0,0,1,"c(""tra_sua"", ""an_vat"")",list(),list(),character(0),list(),0,NA,NA,NA,NA,NA,NA,NA,NA
48,5c3d3bb9eabcc20014d816c0,Ưu đãi 29k,Khuyến mãi,2019-01-15T09:45:00Z,2019-01-16T09:50:00Z,5b052a0dd3765900147d2fb4,5b052a0dd3765900147d2fb4,TRUE,2019-01-14T18:18:55Z,2019-01-14T18:18:55Z,TRUE,TRUE,2,list(),list(),character(0),0,0,"{value:c{0,0},_id:c{""5c3d6fcf52410b00145ffafa"",""5c3d6fcf52410b00145ffaf9""},currency:c{""5a97721d28e3f00014d70498"",""5a97721d28e3f00014d70497""}}","list(value = c(0, 0), `_id` = c(""5c3d6fcf52410b00145ffaf8"", ""5c3d6fcf52410b00145ffaf7""), currency = c(""5a97721d28e3f00014d70498"", ""5a97721d28e3f00014d70497""))",list(),0,0,0,1,tra_sua,list(),list(),character(0),list(),0,NA,NA,NA,NA,NA,NA,NA,NA
49,5c3c580e6bd7e80014abce0c,Acoustic thứ 5 hằng tuần,"Tối thứ 5 hằng tuần  từ 20h_22h, tồ tồ house 21 nguyễn khánh toàn sẽ tổ chức đêm nhạc acoustic,"" ngại gì không hát"", hãy đến với tồ tồ để thưởng thức âm nhạc và chuẩn bị những bài hát hay nhất để giao lưu nhé.",2019-01-15T13:30:00Z,2019-02-27T23:30:00Z,5c187327c63441001573e1f3,5c187327c63441001573e1f3,TRUE,2019-01-14T10:51:57Z,2019-01-14T10:51:57Z,FALSE,TRUE,2,list(),list(),character(0),0,0,"{value:c{0,0},_id:c{""5c3d725862262b0014488807"",""5c3d725862262b0014488806""},currency:c{""5a97721d28e3f00014d70498"",""5a97721d28e3f00014d70497""}}","list(value = c(0, 0), `_id` = c(""5c3d725862262b0014488805"", ""5c3d725862262b0014488804""), currency = c(""5a97721d28e3f00014d70498"", ""5a97721d28e3f00014d70497""))",list(),0,2,1,1,other,list(),list(),character(0),list(),0,NA,5c187327c63441001573e1f3_4e9a49db-aa7a-41b8-aa25-f50b01d02c9a.jpg,NA,NA,NA,NA,NA,NA
50,5c3c5b8e6bd7e80014abce1d,"Combo chỉ 39k/ 49k cho buổi sáng 
","Sáng nay ăn gì???? Đó là câu hỏi mà hầu hết ai cũng phải suy nghĩ vào mỗi buổi sáng.
Vậy hãy đến với tồ tồ house 21 nguyễn khánh toàn. Bạn sẽ nhận đựơc "",combo điểm tâm sáng“ gồm 1 ly nước và 1 món ăn sáng.
Đặc biệt giá chỉ 39k hoặc 49k thôi
Ngoài ra bạn có thể trò chuyện cùng nhau, nghe nhạc ,xem phim, hay có thể mang sách vở laptop đến đến học tập hoặc làm việc cùng Tồ Tồ nhé .",2019-01-15T13:30:00Z,2019-02-14T17:42:00Z,5c187327c63441001573e1f3,5c187327c63441001573e1f3,TRUE,2019-01-14T10:51:57Z,2019-01-14T10:51:57Z,FALSE,TRUE,0,list(),list(),character(0),0,0,0,0,list(),0,2,1,1,other,list(),list(),character(0),list(),0,NA,5c187327c63441001573e1f3_fcc3049a-1d3c-4777-a21c-db779224e585.png,NA,NA,NA,NA,NA,NA
51,5c3c5fe96bd7e80014abce2e,Combo 104k/ 122k dành cho 2 người,"Chỉ với 50_60k/người bạn có thể có 1 bữa ăn no nê về không nỗi (ahihi)
Tồ tồ sẽ phục vụ bạn tốt nhất, đồ ăn siêu ngon
Không gian siêu đẹp
Ngoài ra nếu bạn muốn thưởng thức dồ uống siêu tuyệt vời của quán, bạn có thể order thêm. Và tất nhiên chúng tờ sẽ giảm 10k cho 2 ly nước có ga nhé.
",2019-01-15T13:01:00Z,2019-02-14T23:06:00Z,5c187327c63441001573e1f3,5c187327c63441001573e1f3,TRUE,2019-01-14T10:51:57Z,2019-01-14T10:51:57Z,FALSE,TRUE,0,list(),list(),character(0),0,0,0,0,list(),0,2,1,1,other,list(),list(),character(0),list(),0,NA,5c187327c63441001573e1f3_f905bab1-3e21-44ce-9d4e-b5ff5f171329.png,NA,NA,NA,NA,NA,NA
52,5c3c61136bd7e80014abce38,"Combo 139k -169k (dành cho 3_4 người)

","Với menu đa dạng các món ăn và đồ uống của tồ tồ house. Bạn sẽ khó mà cưỡng lại đấy nhé :))))
Hãy đến và trải nghiệm những  combo nhìu món chỉ 139k_169k nhé",2019-01-14T19:10:00Z,2019-02-14T19:11:00Z,5c187327c63441001573e1f3,5c187327c63441001573e1f3,TRUE,2019-01-14T10:51:57Z,2019-01-14T10:51:57Z,FALSE,TRUE,0,list(),list(),character(0),0,0,0,0,list(),0,2,1,1,other,list(),list(),character(0),list(),0,NA,5c187327c63441001573e1f3_760c61b8-5f67-4a4a-8b2f-5e77bb85e3a9.png,NA,NA,NA,NA,NA,NA
53,5c3aae0bcde76600145ea5d0,Khuyến mãi giảm giá Khung giờ Vàng,Khuyến mãi giảm giá 15% cho Khung giờ Vàng : 17:00- 21:00 từ ngày 15/1/2019- 31/1/2019,2019-01-15T17:00:00Z,2019-01-31T21:00:00Z,5bbd5ea3844645001360aefc,5bbd5ea3844645001360aefc,TRUE,2019-01-13T09:38:39Z,2019-01-13T09:38:39Z,TRUE,TRUE,2,list(),list(),character(0),0,0,"{value:c{0,0},_id:c{""5c526cd07345c100147f056b"",""5c526cd07345c100147f056a""},currency:c{""5a97721d28e3f00014d70498"",""5a97721d28e3f00014d70497""}}","list(value = c(0, 0), `_id` = c(""5c526cd07345c100147f0569"", ""5c526cd07345c100147f0568""), currency = c(""5a97721d28e3f00014d70498"", ""5a97721d28e3f00014d70497""))",list(),0,0,1,1,ca_fe,list(),list(),character(0),list(),0,NA,5bbd5ea3844645001360aefc_111d6e37-e967-457c-828e-5b0d26b93d58.png,NA,NA,NA,NA,NA,NA
54,5c38062648938800146fe928,Khuyễn mãi 20%,Khi đến cửa hàng từ gonjoy đc giảm 20%,2019-01-11T09:56:00Z,2019-01-12T09:57:00Z,5b052a0dd3765900147d2fb4,5b052a0dd3765900147d2fb4,TRUE,2019-01-10T22:30:33Z,2019-01-10T22:30:33Z,TRUE,TRUE,2,list(),list(),character(0),0,0,"{value:c{0,0},_id:c{""5c381e9c547cf0001429cff8"",""5c381e9c547cf0001429cff7""},currency:c{""5a97721d28e3f00014d70498"",""5a97721d28e3f00014d70497""}}","list(value = c(0, 0), `_id` = c(""5c381e9c547cf0001429cff6"", ""5c381e9c547cf0001429cff5""), currency = c(""5a97721d28e3f00014d70498"", ""5a97721d28e3f00014d70497""))",list(),0,0,0,1,ca_fe,list(),list(),character(0),list(),0,NA,NA,NA,NA,NA,NA,NA,NA
55,5c383ec648938800146fe9cc,Giảm giá cuối tuần,Tồ tồ house giảm giá 10% vào 2 ngày cuối tuần12&13/1,2019-01-12T07:00:00Z,2019-01-13T22:00:00Z,5c187327c63441001573e1f3,5c187327c63441001573e1f3,TRUE,2019-01-10T22:30:33Z,2019-01-10T22:30:33Z,FALSE,TRUE,2,list(),list(),character(0),0,0,0,0,list(),0,2,1,1,other,list(),list(),character(0),list(),0,NA,NA,NA,NA,NA,NA,NA,NA
56,5c371c83a2ca2d001487566e,Promotions,Sale 10%,2019-01-10T17:19:00Z,2019-01-10T19:20:00Z,5bf65105e7598700130a7f86,5bf65105e7598700130a7f86,TRUE,2019-01-10T16:20:57Z,2019-01-10T16:20:57Z,TRUE,TRUE,2,list(),list(),character(0),0,0,"{value:c{0,0},_id:c{""5c4ab822a6d1950014ac5db8"",""5c4ab822a6d1950014ac5db7""},currency:c{""5a97721d28e3f00014d70498"",""5a97721d28e3f00014d70497""}}","list(value = c(0, 0), `_id` = c(""5c4ab822a6d1950014ac5db6"", ""5c4ab822a6d1950014ac5db5""), currency = c(""5a97721d28e3f00014d70498"", ""5a97721d28e3f00014d70497""))",list(),0,0,0,1,"c(""tra_sua"", ""other"")",list(),list(),character(0),list(),0,NA,NA,NA,NA,NA,NA,NA,NA
57,5c34cfd4a8f7de0014b0fa8b,Giảm 20% khi dùng Hóa đơn từ 125k,"TẠI QUÁN: Chương trình giảm giá 20% khi dùng hóa đơn từ 125k từ thực đơn của quán.
ĐẾN MUA VỀ:  Quý khách sẽ được Giảm 10% khi mua từ 100k
GIAO TẬN NHÀ: Quý khách được hỗ trợ 50% phí shipper khi giao hàng đến cho đơn hàng từ 100k",2019-01-09T09:49:00Z,2019-01-16T22:54:00Z,5bd0262be4f8b600132d650d,5bd0262be4f8b600132d650d,TRUE,2019-01-08T17:43:51Z,2019-01-08T17:43:51Z,FALSE,TRUE,2,list(),list(),character(0),0,0,0,0,list(),0,0,0,0,other,list(),list(),character(0),list(),0,NA,5bd0262be4f8b600132d650d_657c3fe3-0437-40e5-b286-b253d249a99c.jpg,NA,NA,NA,NA,NA,NA
58,5c34030e48160b00140a09f2,Nhận ưu đãi đãi,Khuyến mãi,2019-01-08T08:30:00Z,2019-01-12T22:30:00Z,5b052a0dd3765900147d2fb4,5b052a0dd3765900147d2fb4,TRUE,2019-01-08T03:00:30Z,2019-01-08T03:00:30Z,TRUE,TRUE,1,list(),list(),character(0),0,0,"{value:c{0,0},_id:c{""5c413c506ed2c90014a5e84e"",""5c413c506ed2c90014a5e84d""},currency:c{""5a97721d28e3f00014d70498"",""5a97721d28e3f00014d70497""}}","list(value = c(0, 0), `_id` = c(""5c413c506ed2c90014a5e84c"", ""5c413c506ed2c90014a5e84b""), currency = c(""5a97721d28e3f00014d70498"", ""5a97721d28e3f00014d70497""))",list(),0,0,0,1,"c(""ca_fe"", ""other"")",list(),list(),character(0),list(),0,NA,NA,NA,NA,NA,NA,NA,NA
59,5c33fe43da05bf001416904e,Khai trương,Giảm giá 50%,2019-01-08T23:33:00Z,2019-01-10T00:00:00Z,5c33f6f148160b00140a0962,5c33f6f148160b00140a0962,TRUE,2019-01-07T17:06:27Z,2019-01-07T17:06:27Z,FALSE,TRUE,2,list(),list(),character(0),0,0,0,0,list(),0,0,1,1,an_vat,list(),list(),character(0),list(),0,NA,NA,NA,NA,NA,NA,NA,NA
60,5c32c7fa8d0f470014eb033b,Km,Km,2019-01-07T10:30:00Z,2019-01-13T10:31:00Z,5b039c067dd590001481eaa5,5b039c067dd590001481eaa5,TRUE,2019-01-07T08:32:18Z,2019-01-07T08:32:18Z,TRUE,TRUE,2,list(),list(),character(0),0,0,"{value:c{0,0},_id:c{""5c331a5a8d0f470014eb0532"",""5c331a5a8d0f470014eb0531""},currency:c{""5a97721d28e3f00014d70498"",""5a97721d28e3f00014d70497""}}","list(value = c(0, 0), `_id` = c(""5c331a5a8d0f470014eb0530"", ""5c331a5a8d0f470014eb052f""), currency = c(""5a97721d28e3f00014d70498"", ""5a97721d28e3f00014d70497""))",list(),0,0,0,1,tra_sua,list(),list(),character(0),list(),0,NA,NA,NA,NA,NA,NA,NA,NA
61,5c331a528d0f470014eb052a,Test promotions,Promotion,2019-01-28T09:03:00Z,2019-01-29T09:20:00Z,5b039c067dd590001481eaa5,5b039c067dd590001481eaa5,TRUE,2019-01-07T08:32:18Z,2019-01-07T08:32:18Z,TRUE,TRUE,2,list(),list(),character(0),0,0,"{value:c{0,0},_id:c{""5c4e7de65371080014a1606f"",""5c4e7de65371080014a1606e""},currency:c{""5a97721d28e3f00014d70498"",""5a97721d28e3f00014d70497""}}","list(value = c(0, 0), `_id` = c(""5c4e7de65371080014a1606d"", ""5c4e7de65371080014a1606c""), currency = c(""5a97721d28e3f00014d70498"", ""5a97721d28e3f00014d70497""))",list(),0,0,0,1,ca_fe,list(),list(),character(0),list(),0,NA,NA,NA,NA,NA,NA,NA,NA
62,5c3225d73c6e43001423f3f1,Giảm 40% cho khách khi checkin tại Maybe,"Nhân dịp năm mới 2019, Maybe dành RIÊNG ưu đãi LỚN  cho khách đến từ Gonjoy : Giảm 40% khi checkin tại Maybe coffee & drinks - 119 Hoàng Văn Thụ ! 
Để  nhận khuyến mại vui lòng cho Maybe biết bạn đến từ Gonjoy ❤️",2019-01-07T07:00:00Z,2019-01-15T23:59:00Z,5b6e4389b19682001467f83a,5b6e4389b19682001467f83a,TRUE,2019-01-06T20:37:55Z,2019-01-06T20:37:55Z,TRUE,TRUE,1,list(),list(),character(0),0,0,"{value:c{0,0},_id:c{""5c3226133c6e43001423f3f9"",""5c3226133c6e43001423f3f8""},currency:c{""5a97721d28e3f00014d70498"",""5a97721d28e3f00014d70497""}}","list(value = c(0, 0), `_id` = c(""5c3226133c6e43001423f3f7"", ""5c3226133c6e43001423f3f6""), currency = c(""5a97721d28e3f00014d70498"", ""5a97721d28e3f00014d70497""))",list(),0,2,1,1,"c(""tra_sua"", ""ca_fe"", ""an_vat"", ""other"")",list(),list(),character(0),list(),0,NA,5b6e4389b19682001467f83a_a56e2463-04cf-44e2-8429-4c6d4f6a9ff3.jpeg,NA,NA,NA,NA,NA,NA
63,5c32279edd11440014ef2024,Giảm ngay 40% khi Checkin Maybe ❤️,"Chào xuân 2019, Maybe giảm ngay 40% khi khách hàng check in kèm hình nước tại Maybe coffee & drinks -119 Hoàng Văn Thụ.
Chương trình chỉ ưu đãi Cho duy nhất khách đến từ Gonjoy !",2019-01-07T08:00:00Z,2019-01-13T23:59:00Z,5b6e4389b19682001467f83a,5b6e4389b19682001467f83a,TRUE,2019-01-06T11:33:23Z,2019-01-06T11:33:23Z,FALSE,TRUE,2,list(),list(),character(0),0,0,0,0,list(),0,2,1,1,"c(""tra_sua"", ""ca_fe"", ""an_vat"", ""other"")",list(),list(),character(0),list(),0,NA,5b6e4389b19682001467f83a_652f8b5a-eff3-4a1a-bb22-1ca9fedaec1b.jpeg,NA,NA,NA,NA,NA,NA
64,5c32ad68dd11440014ef206f,Ưu đãi cực khủng,Khuyến mãi,2019-01-07T08:30:00Z,2019-01-09T22:30:00Z,5b052a0dd3765900147d2fb4,5b052a0dd3765900147d2fb4,TRUE,2019-01-06T11:33:23Z,2019-01-06T11:33:23Z,TRUE,TRUE,1,list(),list(),character(0),0,0,"{value:c{0,0},_id:c{""5c354b1ae8db90001496b0e2"",""5c354b1ae8db90001496b0e1""},currency:c{""5a97721d28e3f00014d70498"",""5a97721d28e3f00014d70497""}}","list(value = c(0, 0), `_id` = c(""5c354b1ae8db90001496b0e0"", ""5c354b1ae8db90001496b0df""), currency = c(""5a97721d28e3f00014d70498"", ""5a97721d28e3f00014d70497""))",list(),0,0,0,1,"c(""tra_sua"", ""an_vat"")",list(),list(),character(0),list(),0,NA,NA,NA,NA,NA,NA,NA,NA
65,5c3011ca3045ad0014e7e820,Khuyến mãi,Giảm 10%,2019-01-05T09:07:00Z,2019-01-09T09:08:00Z,5b039c067dd590001481eaa5,5b039c067dd590001481eaa5,TRUE,2019-01-05T08:44:35Z,2019-01-05T08:44:35Z,FALSE,TRUE,2,list(),list(),character(0),0,0,"{value:c{0,0},_id:c{""5c34080848160b00140a0a05"",""5c34080848160b00140a0a04""},currency:c{""5a97721d28e3f00014d70498"",""5a97721d28e3f00014d70497""}}","list(value = c(0, 0), `_id` = c(""5c34080848160b00140a0a03"", ""5c34080848160b00140a0a02""), currency = c(""5a97721d28e3f00014d70498"", ""5a97721d28e3f00014d70497""))",list(),0,0,0,1,"c(""tra_sua"", ""ca_fe"", ""other"")",list(),list(),character(0),list(),0,NA,NA,NA,NA,NA,NA,NA,NA
66,5c300c233045ad0014e7e7d2,Test khuyến mãi,"Khuyến mãi cho những đơn hàng thanh toán trực tiếp tại quầy.
Đến quán quét code hoặc nhập số điện thoại.",2019-02-12T08:30:00Z,2020-02-22T22:30:00Z,5b052a0dd3765900147d2fb4,5b052a0dd3765900147d2fb4,TRUE,2019-01-05T08:44:35Z,2019-01-05T08:44:35Z,FALSE,TRUE,2,list(),list(),character(0),0,0,"{value:c{0,0},_id:c{""5c786542a9228600148466d9"",""5c786542a9228600148466d8""},currency:c{""5a97721d28e3f00014d70498"",""5a97721d28e3f00014d70497""}}","list(value = c(0, 0), `_id` = c(""5c786542a9228600148466d7"", ""5c786542a9228600148466d6""), currency = c(""5a97721d28e3f00014d70498"", ""5a97721d28e3f00014d70497""))",list(),0,1,1,1,"c(""tra_sua"", ""an_vat"", ""other"", ""cafe"")",list(),list(),character(0),list(),0,NA,5b052a0dd3765900147d2fb4_3a4ebc4e-361a-482f-9d06-8d19f617c500.jpg,NA,NA,NA,NA,NA,NA
67,5c2a46bbef763500147c9317,ƯU ĐÃI GIỜ VÀNG - GIẢM 15% TRONG KHUNG GIỜ 18:00 - 20:00,"Trải nghiệm tinh hoa ẩm thực Huế vào mùa tết Dương này cùng ƯU ĐÃI 15% (18:00-20:00). Còn gì tuyệt vời hơn khi cùng gia đình, bạn bè trải nghiệm tinh hoa ẩm thực đất cố đô giữa không gian ấm áp tại TÔN NỮ QUÁN mùa tết Dương này.",2019-01-01T01:39:00Z,2019-01-07T23:40:00Z,5c1cabab32fc8c00153b4b53,5c1cabab32fc8c00153b4b53,TRUE,2018-12-31T21:15:18Z,2018-12-31T21:15:18Z,FALSE,TRUE,2,list(),list(),character(0),0,0,0,0,list(),0,0,0,1,other,list(),list(),character(0),list(),0,NA,5c1cabab32fc8c00153b4b53_18fdfb0d-0ee2-4fac-b5fc-8c5259358990.jpg,NA,NA,NA,NA,NA,NA
68,5c2a4253a8a8930014720277,"ĐỒNG GIÁ 19K - Áp dụng cho Yaourt, Smothies, Soda & Nước ép","Nổi danh từ lâu TỒ TỒ HOUSE từng làm nức lòng giới trẻ cố đô Huế chính thức ra mắt giới trẻ Đà Thành với ƯU ĐÃI ĐỒNG GIÁ 19K Áp dụng cho Yaourt, Smothies, Soda & Nước ép. Chương trình bắt đầu từ 31/12 đến hết 06/01 bạn nhé <3 . Lấy mã ưu đãi của JOY và đi thôi!!!",2018-12-31T00:19:00Z,2019-01-06T23:20:00Z,5c187327c63441001573e1f3,5c187327c63441001573e1f3,TRUE,2018-12-31T20:09:24Z,2018-12-31T20:09:24Z,FALSE,TRUE,2,list(),list(),character(0),0,0,0,0,list(),0,0,0,1,tra_sua,list(),list(),character(0),list(),0,NA,5c187327c63441001573e1f3_4ba72e5c-bef8-4daf-ab76-837d831b01bb.jpg,NA,NA,NA,NA,NA,NA
